,steps,a1_b1,a1_b2,a1_b3,a1_b4,a1_c1,a1_c2,a1_c3,a1_c4,a1_d1,a1_d2,a1_d3,a1_d4,a2_b1,a2_b2,a2_b3,a2_b4,a2_c1,a2_c2,a2_c3,a2_c4,a2_d1,a2_d2,a2_d3,a2_d4,a3_b1,a3_b2,a3_b3,a3_b4,a3_c1,a3_c2,a3_c3,a3_c4,a3_d1,a3_d2,a3_d3,a3_d4,a4_b1,a4_b2,a4_b3,a4_b4,a4_c1,a4_c2,a4_c3,a4_c4,a4_d1,a4_d2,a4_d3,a4_d4,b1_c1,b1_c2,b1_c3,b1_c4,b1_d1,b1_d2,b1_d3,b1_d4,b2_c1,b2_c2,b2_c3,b2_c4,b2_d1,b2_d2,b2_d3,b2_d4,b3_c1,b3_c2,b3_c3,b3_c4,b3_d1,b3_d2,b3_d3,b3_d4,b4_c1,b4_c2,b4_c3,b4_c4,b4_d1,b4_d2,b4_d3,b4_d4,c1_d1,c1_d2,c1_d3,c1_d4,c2_d1,c2_d2,c2_d3,c2_d4,c3_d1,c3_d2,c3_d3,c3_d4,c4_d1,c4_d2,c4_d3,c4_d4
135,2700.0,0.0,0.0032,0.0,0.0032,0.0,0.0809,0.0809,0.0,0.2157,0.4191,0.2002,0.0032,0.2157,0.4968,0.2811,0.0,0.0,0.0032,0.0,0.0032,0.0,0.0,0.0,0.1618,0.2157,0.4191,0.2002,0.0032,0.2157,0.4159,0.2002,0.1618,0.0,0.0064,0.0,0.0,0.0,0.0809,0.0809,0.0,0.2157,0.2221,0.4004,0.0,0.2157,0.2966,0.4813,0.0,0.2157,0.2157,0.0,0.0,0.2157,0.4191,0.2002,0.165,0.0,0.2002,0.2002,0.1618,0.0,0.0032,0.0,0.0032,0.2157,0.2157,0.0,0.0,0.2157,0.303,0.4813,0.0,0.0,0.0809,0.4813,0.0,0.0,0.0064,0.0,0.0,0.0,0.0032,0.0,0.0032,0.0,0.0809,0.0809,0.0,0.2157,0.4191,0.2002,0.0032,0.2157,0.4968,0.2811,0.0
136,2720.0,0.2183,0.179,0.2774,0.3167,0.0,0.0,0.0,0.0,0.0,0.1833,0.2774,0.1027,0.2183,0.0043,0.0,0.2226,0.0,0.0984,0.3167,0.5763,0.0,0.0,0.0,0.0,0.0,0.1027,0.1027,0.358,0.0,0.0043,0.2226,0.2183,0.1968,0.2183,0.5763,0.0,0.0,0.0,0.0,0.0,0.2011,0.0,0.358,0.0043,0.0043,0.2183,0.2183,0.0043,0.0,0.0,0.2183,0.2183,0.0,0.0043,0.0043,0.358,0.0,0.0984,0.0984,0.358,0.0,0.1027,0.321,0.2183,0.0,0.2183,0.2183,0.0,0.0043,0.0,0.358,0.0043,0.1968,0.0,0.358,0.0,0.2011,0.2183,0.2183,0.0043,0.2183,0.179,0.2774,0.3167,0.0,0.0,0.0,0.0,0.0,0.1833,0.2774,0.1027,0.2183,0.0043,0.0,0.2226
137,2740.0,0.0915,0.0,0.0915,0.0,0.0915,0.001,0.0915,0.001,0.1932,1.0514,0.0,0.001,0.1932,0.1932,0.0,0.0,0.0915,0.0915,0.0,0.0,0.0915,0.0935,0.0,0.0,0.6218,0.002,0.4286,0.1932,0.1932,0.0,0.0,0.1932,0.0915,0.0,0.0,0.0915,0.0915,0.001,0.0,0.0925,0.6218,0.4296,0.1932,0.001,0.1932,0.0,0.1932,0.0,0.2847,0.0915,0.0,0.1932,0.6218,0.002,0.4286,0.1932,0.0915,0.0915,0.0,0.0,0.0,0.002,0.0,0.0,0.2847,0.0,0.1932,0.0915,0.6218,0.4296,0.1932,0.001,0.0915,0.0,0.0,0.0915,0.0,0.001,0.0,0.001,0.0915,0.0,0.0915,0.0,0.0915,0.001,0.0915,0.001,0.1932,1.0514,0.0,0.001,0.1932,0.1932,0.0,0.0
138,2760.0000000000005,0.0,0.229,0.229,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.271,0.271,0.229,0.229,0.271,0.229,0.0,0.0,0.229,0.0,0.0,0.0,0.0,0.542,0.0,0.0,0.0,0.771,0.0,0.0,0.229,0.229,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.0,0.173,0.229,0.369,0.229,0.173,0.542,0.0,0.0,0.0,0.229,0.0,0.0,0.229,0.229,0.0,0.0,0.229,0.542,0.0,0.0,0.0,0.0,0.369,0.0,0.173,0.229,0.0,0.229,0.0,0.229,0.0,0.229,0.0,0.0,0.369,0.0,0.173,0.0,0.229,0.229,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.271,0.271,0.229,0.229,0.271
139,2780.0000000000005,0.1922,0.0,0.0,0.0,0.4249,0.0,0.0,0.2327,0.2327,0.0,0.0,0.9175,0.0,0.0,0.0,0.0,0.0,0.0961,0.0961,0.0,0.2327,0.0961,0.0961,0.2327,0.2327,0.0,0.6848,0.2327,0.0,0.0,0.0,0.0,0.0,0.0961,0.0,0.0961,0.2327,0.0961,0.0,0.3288,0.2327,0.6848,0.0,0.2327,0.0,0.0,0.0,0.0,0.2327,0.1922,0.1922,0.2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327,0.0,0.6848,0.2327,0.2327,0.1922,0.0,0.4249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327,0.6848,0.0,0.2327,0.1922,0.0,0.0,0.0,0.4249,0.0,0.0,0.2327,0.2327,0.0,0.0,0.9175,0.0,0.0,0.0,0.0
140,2800.0000000000005,0.0,0.0,0.3644,0.9064,0.0,0.0,0.0,0.0,0.0,0.0,0.3644,0.0,0.0,0.1824,0.1824,0.0,0.1822,0.6354,0.4532,0.0,0.0,0.0,0.0,0.0,0.1822,0.1822,0.0,0.0,0.0,0.1824,0.0,0.1824,0.1822,0.0,0.1822,0.9064,0.0,0.0,0.0,0.0,0.1822,0.0,0.1822,0.0,0.0,0.1824,0.1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0912,0.0,0.0912,0.3644,0.4556,0.0,0.0912,0.0,0.4532,0.4532,0.0,0.0,0.0,0.0,0.0,0.0,0.0912,0.0912,0.0,0.3644,0.0912,0.4556,0.0,0.0,0.0,0.0,0.9064,0.0,0.0,0.3644,0.9064,0.0,0.0,0.0,0.0,0.0,0.0,0.3644,0.0,0.0,0.1824,0.1824,0.0
141,2819.9999999999995,0.0,0.2838,0.2838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7162,0.2218,0.0,0.4944,0.0,0.2838,0.0,0.2838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.4944,0.0,0.0,0.2838,0.0,0.0,0.2838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.4944,0.469,0.2472,0.0,0.0,0.2218,0.1419,0.0,0.1419,0.0,0.1419,0.0,0.1419,0.2472,0.2472,0.0,0.0,0.0,0.0,0.469,0.2472,0.1419,0.0,0.2218,0.1419,0.1419,0.0,0.0,0.1419,0.0,0.0,0.2472,0.2472,0.0,0.2838,0.2838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7162,0.2218,0.0,0.4944
142,2839.9999999999995,0.1403,0.0,0.0,0.6487,0.1403,0.0,0.0,0.1403,0.1055,0.0,0.0,0.6139,0.1055,0.0,0.0,0.1055,0.5084,0.0,0.1403,0.1403,0.0,0.0,0.1403,0.1403,0.6139,0.0,0.1055,0.0,0.1055,0.0,0.1055,0.0,0.3945,0.2542,0.1403,0.0,0.1403,0.0,0.1403,0.0,0.2542,0.2542,0.1055,0.1055,0.0,0.0,0.1055,0.1055,0.1055,0.0,0.2458,0.1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1223,0.0,0.2458,0.1403,0.1403,0.0,0.2458,0.1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6487,0.5084,0.2458,0.1055,0.1403,0.0,0.0,0.6487,0.1403,0.0,0.0,0.1403,0.1055,0.0,0.0,0.6139,0.1055,0.0,0.0,0.1055
143,2859.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.138,0.0963,0.5314,0.2343,0.6694,0.0963,0.0,0.0963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0963,0.5314,0.8074,0.0963,0.0963,0.0,0.0,0.0963,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.138,0.7657,0.0,0.0,0.7657,0.0963,0.0,0.0,0.0963,0.0963,0.0,0.0,0.0963,0.0,0.2657,0.2657,0.0,0.0963,0.0,0.276,0.0963,0.0,0.2657,0.5417,0.0,0.0963,0.0,0.0,0.0963,0.2657,0.0,0.0,0.2657,0.2343,0.0,0.0,0.2343,0.4037,0.0,0.0,0.4037,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.138,0.0963,0.5314,0.2343,0.6694,0.0963,0.0,0.0963,0.0
144,2880.0,0.0,0.0,0.0,0.0,0.0,0.2684,0.6274,0.1042,0.0,0.0,0.0,0.0,0.0,0.2684,0.6274,0.1042,0.0,0.0,0.0,0.0,0.2316,0.2684,0.5,0.0,0.0,0.0,0.0,0.0,0.2316,0.2684,0.5,0.0,0.0,0.0,0.0,0.0,0.2684,0.1042,0.2548,0.3726,0.0,0.0,0.0,0.0,0.2684,0.1042,0.2548,0.3726,0.0,0.0,0.0,0.0,0.0,0.2684,0.2684,0.0,0.359,0.2684,0.6274,0.0,0.1042,0.0,0.1042,0.0,0.0,0.0,0.0,0.0,0.2684,0.0,0.0,0.2684,0.2684,0.1042,0.5096,0.3726,0.0,0.1042,0.0,0.1042,0.0,0.0,0.0,0.0,0.0,0.2684,0.6274,0.1042,0.0,0.0,0.0,0.0,0.0,0.2684,0.6274,0.1042
145,2900.0,0.0,0.0,0.0,0.2082,0.0,0.0,0.0,0.2082,0.5804,0.2114,0.0,0.7918,0.0,0.0,0.0,0.0,0.0,0.1041,0.1041,0.0,0.0,0.1041,0.1041,0.0,0.2114,0.0,1.3722,0.0,0.0,0.0,0.0,0.0,0.0,0.1041,0.0,0.1041,0.0,0.1041,0.0,0.1041,0.0,0.4228,0.0,1.1608,0.0,0.0,0.0,0.0,0.0,0.0,0.5804,0.0,0.1057,0.0,0.1057,0.0,0.0,0.0,0.0,0.0,0.1057,0.2082,0.8943,0.0,0.0,0.0,0.0,0.5804,0.0,0.2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196,0.0,0.7886,0.0,0.0,0.0,0.2082,0.0,0.0,0.0,0.2082,0.5804,0.2114,0.0,0.7918,0.0,0.0,0.0,0.0
146,2920.0,0.0,0.5018,0.3996,0.0986,0.0,0.2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.3996,0.0986,0.301,0.199,0.3996,0.1004,0.0,0.1004,0.0,0.1004,0.0,0.0,0.0,0.0,0.301,0.0986,0.3996,0.0,0.199,0.0,0.801,0.0,0.1004,0.0,0.1004,0.0,0.0,0.0,0.0,0.0,0.0986,0.0,0.7006,0.0,0.0,0.0,0.0,0.0,0.301,0.2008,0.301,0.2008,0.301,0.0986,0.3996,0.0,0.0,0.0986,0.0986,0.0,0.0,0.0,0.0,0.0,0.2008,0.0,0.8028,0.0,0.0986,0.0,0.7006,0.0,0.0986,0.0,0.0986,0.0,0.0,0.5018,0.3996,0.0986,0.0,0.2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.3996,0.0986
147,2940.0,0.0,0.0858,0.0877,0.1735,0.0,0.0,0.0877,0.0877,0.653,0.0,0.0,0.0,0.653,0.0858,0.0,0.0858,0.0,0.0,0.0877,0.2593,0.0,0.0,0.0877,0.0877,0.0,0.3265,0.3265,0.0,0.0,0.3265,0.3265,0.1716,0.0,0.0858,0.0877,0.1735,0.0,0.0,0.0877,0.0877,0.0,0.3265,0.0,0.3265,0.0,0.4123,0.0,0.4123,0.0,0.653,0.653,0.0,0.0,0.0,0.0,0.1716,0.0,0.0,0.0877,0.0877,0.0,0.0,0.0877,0.2593,0.0,0.653,0.0,0.653,0.0,0.0858,0.0,0.0858,0.0,0.0,0.0877,0.0877,0.0,0.0858,0.0877,0.1735,0.0,0.0858,0.0877,0.1735,0.0,0.0,0.0877,0.0877,0.653,0.0,0.0,0.0,0.653,0.0858,0.0,0.0858
148,2960.0,0.4084,0.0,0.0,0.4084,0.3259,0.0,0.0916,0.4175,0.0825,0.0,0.0,0.0825,0.0,0.0,0.0916,0.0916,0.0825,0.3259,0.3259,0.0825,0.1832,0.3259,0.3259,0.0,0.0825,0.0,0.0,0.0825,0.1832,0.0,0.0,0.0,0.0,0.4909,0.3259,0.0,0.0916,0.3259,0.4175,0.0,0.0,0.165,0.0,0.0,0.0916,0.0,0.0916,0.0,0.0825,0.3259,0.3259,0.0825,0.0,0.0,0.0,0.0,0.1832,0.0,0.0,0.0,0.2657,0.3259,0.3259,0.0825,0.0,0.4909,0.3259,0.0,0.0,0.0,0.0,0.0,0.0916,0.0,0.0916,0.0,0.0916,0.4909,0.4175,0.0,0.4084,0.0,0.0,0.4084,0.3259,0.0,0.0916,0.4175,0.0825,0.0,0.0,0.0825,0.0,0.0,0.0916,0.0916
149,2980.0,0.3213,0.0,0.4129,0.0916,0.0,0.0871,0.0916,0.1787,0.3213,0.0871,0.3213,0.0871,0.0,0.0,0.0,0.0,0.4129,0.4129,0.0,0.0,0.0916,0.1787,0.0871,0.0,0.3213,0.4084,0.0871,0.0,0.0,0.0,0.0,0.0,0.4129,0.0,0.4129,0.0,0.1787,0.0,0.0916,0.0871,0.4084,0.0,0.3213,0.0871,0.0,0.0,0.0,0.0,0.3213,0.3213,0.0,0.0,0.0,0.0871,0.0871,0.0,0.4129,0.4129,0.0,0.0,0.0916,0.1787,0.0871,0.0,0.3213,0.0,0.3213,0.0,0.0871,0.0,0.0,0.0871,0.4129,0.0,0.4129,0.0,0.1787,0.0,0.0916,0.0871,0.3213,0.0,0.4129,0.0916,0.0,0.0871,0.0916,0.1787,0.3213,0.0871,0.3213,0.0871,0.0,0.0,0.0,0.0
150,3000.0,0.1592,0.0686,0.0,0.0686,0.0,0.0,0.7036,0.0,0.1592,0.0,0.7036,0.0,0.0,0.0686,0.0,0.0686,0.0,0.0796,0.0686,0.1482,0.3518,0.0,0.0,0.3518,0.3518,0.0796,0.0,0.4314,0.0,0.0,0.0686,0.0686,0.0796,0.0796,0.1372,0.0,0.0,0.0,0.3518,0.3518,0.0796,0.0796,0.3518,0.3518,0.0,0.0,0.1372,0.0,0.0,0.1592,0.0,0.1592,0.0,0.0,0.0686,0.0686,0.7036,0.0,0.0,0.7036,0.0,0.0,0.0686,0.0686,0.1592,0.1592,0.0,0.0,0.0,0.0,0.1372,0.0,0.0,0.0,0.7036,0.7036,0.0,0.0,0.1372,0.0,0.1592,0.0686,0.0,0.0686,0.0,0.0,0.7036,0.0,0.1592,0.0,0.7036,0.0,0.0,0.0686,0.0,0.0686
151,3020.0,0.3408,0.0,0.0905,0.4313,0.3408,0.0687,0.0,0.4095,0.0,0.0,0.0905,0.0905,0.0,0.0687,0.0,0.0687,0.6816,0.0,0.0905,0.0905,0.6816,0.0687,0.0687,0.0,0.0,0.0,0.0905,0.0905,0.0,0.0687,0.0687,0.0,0.0,0.6816,0.0905,0.0905,0.0,0.7503,0.0687,0.0,0.0,0.0,0.0905,0.0905,0.0,0.0687,0.0687,0.0,0.6816,0.0,0.0,0.0,0.0,0.0687,0.0687,0.0,0.0,0.0,0.0905,0.0905,0.6816,0.0687,0.1592,0.0905,0.0,0.6816,0.0,0.0,0.0,0.0687,0.0687,0.0,0.0,0.0,0.0905,0.0905,0.0,0.7503,0.1592,0.0905,0.3408,0.0,0.0905,0.4313,0.3408,0.0687,0.0,0.4095,0.0,0.0,0.0905,0.0905,0.0,0.0687,0.0,0.0687
152,3040.0,0.0,0.0,0.0,0.0,0.0,0.1017,0.4257,0.324,0.0743,0.1017,0.5,0.324,0.0743,0.0,0.0743,0.0,0.0,0.0,0.0,0.0,0.1017,0.4257,0.324,0.0,0.176,0.4257,0.324,0.0743,0.0743,0.0,0.0,0.0743,0.0,0.0,0.0,0.0,0.0,0.1017,0.7497,0.0,0.0743,0.176,0.7497,0.0,0.0743,0.0743,0.0,0.0,0.0743,0.0,0.0,0.0743,0.1017,0.1017,0.0,0.0,0.176,0.4257,0.324,0.0743,0.0,0.324,0.324,0.0,0.0743,0.0743,0.0,0.0,0.0,0.1017,0.1017,0.0,0.0743,0.176,0.7497,0.0,0.0,0.0,0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.1017,0.4257,0.324,0.0743,0.1017,0.5,0.324,0.0743,0.0,0.0743,0.0
153,3060.0,0.3107,0.0,0.3107,0.0,0.0,0.153,0.0,0.153,0.2256,0.2256,0.0,0.0,0.3107,0.0,0.3107,0.0,0.3107,0.0,0.0,0.3107,0.0,0.153,0.0,0.153,0.0,0.2256,0.2256,0.0,0.3107,0.0,0.0,0.3107,0.3107,0.0,0.3107,0.0,0.0,0.0,0.0,0.306,0.2256,0.2256,0.0,0.0,0.3107,0.0,0.3107,0.0,0.3107,0.1128,0.1128,0.3107,0.0,0.1893,0.1128,0.0765,0.3107,0.0,0.0,0.3107,0.0,0.0765,0.0,0.0765,0.4235,0.1128,0.3107,0.0,0.1128,0.1128,0.0,0.153,0.3107,0.0,0.3107,0.0,0.0,0.0,0.0,0.153,0.3107,0.0,0.3107,0.0,0.0,0.153,0.0,0.153,0.2256,0.2256,0.0,0.0,0.3107,0.0,0.3107,0.0
154,3080.0,0.0,0.1053,0.0,0.1053,0.0,0.1053,0.0,0.1053,0.6724,0.6724,0.0,0.0,0.117,0.117,0.0,0.0,0.1053,0.1053,0.0,0.0,0.1053,0.1053,0.0,0.0,1.3448,0.0,0.0,0.0,0.117,0.0,0.0,0.117,0.1053,0.0,0.0,0.1053,0.1053,0.0,0.0,0.1053,1.3448,0.0,0.0,0.0,0.0,0.117,0.117,0.0,0.7309,0.0,0.0,0.0585,0.8362,0.1053,0.0,0.0585,0.0,0.0,0.0,0.0,0.1053,0.1053,0.0,0.0,0.6724,0.0585,0.0585,0.0,0.7777,0.0585,0.0585,0.1053,0.0,0.0,0.0,0.0,0.1053,0.0,0.0,0.1053,0.0,0.1053,0.0,0.1053,0.0,0.1053,0.0,0.1053,0.6724,0.6724,0.0,0.0,0.117,0.117,0.0,0.0
155,3100.0,0.348,0.0,0.0,0.0,0.0,0.3666,0.3666,0.0,0.0,0.0,0.0,0.0,0.0928,0.3666,0.3666,0.0928,0.0,0.174,0.174,0.0,0.0,0.3666,0.3666,0.0,0.0,0.0,0.0,0.0,0.0928,0.3666,0.3666,0.0928,0.348,0.0,0.0,0.0,0.3666,0.0,0.3666,0.0,0.0,0.0,0.0,0.0,0.3666,0.0928,0.3666,0.0928,0.0464,0.174,0.174,0.0464,0.0,0.3666,0.3666,0.0,0.0,0.3666,0.3666,0.0,0.0464,0.0,0.0,0.0464,0.348,0.0464,0.0,0.0464,0.3666,0.0,0.3666,0.0,0.3666,0.0,0.3666,0.0,0.0,0.0464,0.0,0.0464,0.348,0.0,0.0,0.0,0.0,0.3666,0.3666,0.0,0.0,0.0,0.0,0.0,0.0928,0.3666,0.3666,0.0928
156,3120.0,0.0,0.3355,0.3355,0.0,0.0,0.3355,0.3355,0.0,0.0674,0.0,0.0674,0.1942,0.0674,0.0,0.0674,0.1942,0.0,0.3355,0.0,0.3355,0.0,0.3355,0.0,0.3355,0.0674,0.1645,0.0971,0.0,0.0674,0.1645,0.0971,0.0,0.0,0.671,0.0,0.0,0.0,0.671,0.0,0.0,0.0674,0.0,0.0971,0.1645,0.0674,0.0,0.0971,0.1645,0.0674,0.0674,0.0,0.0,0.0,0.3355,0.0,0.3355,0.0674,0.4029,0.0,0.3355,0.0,0.1942,0.1942,0.0,0.0674,0.0,0.0,0.0674,0.0,0.671,0.0,0.0,0.0674,0.671,0.0,0.0674,0.0,0.0,0.1942,0.1942,0.0,0.3355,0.3355,0.0,0.0,0.3355,0.3355,0.0,0.0674,0.0,0.0674,0.1942,0.0674,0.0,0.0674,0.1942
157,3140.0,0.0889,0.0,0.436,0.3471,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.436,0.3471,0.0,0.436,0.0889,0.3471,0.0,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.0889,0.3471,0.3471,0.436,0.0,0.0889,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.3471,0.436,0.0,0.0889,0.0,0.0889,0.2169,0.0,0.0,0.0,0.128,0.0,0.0,0.436,0.0889,0.3471,0.0,0.3471,0.0,0.3471,0.064,0.1529,0.0,0.0889,0.064,0.064,0.0,0.0,0.3471,0.436,0.0,0.0889,0.3471,0.3471,0.0,0.0,0.0889,0.0,0.436,0.3471,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.436,0.3471
158,3160.0,0.068,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.068,0.0,0.174,0.068,0.0,0.69,0.174,0.69,0.068,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.068,0.0,0.087,0.155,1.38,0.0,0.087,0.087,0.0,0.068,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.068,0.174,0.69,0.0,0.69,0.174,0.068,0.0,0.0,0.068,0.69,0.0,0.0,0.0,0.0,0.0,0.174,0.174,0.758,0.0,0.0,0.068,0.0,0.068,0.068,0.0,0.345,0.0,0.345,0.0,0.0,0.0,0.0,0.348,0.345,0.068,0.413,0.0,0.068,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.068,0.0,0.174,0.068,0.0,0.69,0.174,0.69
159,3180.0,0.0,0.1746,0.2426,0.068,0.0,0.0,0.0,0.0,0.0,0.3447,0.4127,0.068,0.0,0.3447,0.3447,0.0,0.1746,0.068,0.2426,0.0,0.0,0.0,0.0,0.0,0.0,0.7574,0.068,0.0,0.0,0.6894,0.0,0.0,0.2426,0.068,0.1746,0.0,0.0,0.0,0.0,0.0,0.068,0.068,0.0,0.6894,0.0,0.0,0.0,0.6894,0.0,0.0,0.0,0.0,0.0873,0.6894,0.0873,0.0,0.0873,0.7574,0.1553,0.0,0.0,0.068,0.068,0.0,0.0,0.0,0.0,0.0,0.0873,0.0,0.0873,0.6894,0.1553,0.068,0.0873,0.6894,0.068,0.068,0.0,0.0,0.0,0.1746,0.2426,0.068,0.0,0.0,0.0,0.0,0.0,0.3447,0.4127,0.068,0.0,0.3447,0.3447,0.0
160,3200.0,0.0916,0.0916,0.684,0.0,0.0,0.0,0.684,0.0,0.0664,0.0664,0.0,0.0,0.158,0.158,0.0,0.0,0.4336,0.0916,0.0,0.342,0.342,0.0,0.0,0.342,0.0,0.0664,0.0664,0.0,0.0916,0.158,0.0664,0.0,0.0916,0.0,0.342,0.4336,0.0,0.0,0.342,0.342,0.0,0.0664,0.0,0.0664,0.0916,0.0664,0.0,0.158,0.0916,0.158,0.0664,0.0,0.0916,0.158,0.0664,0.0,0.684,0.0,0.0,0.684,0.0,0.0,0.0,0.0,0.0916,0.0664,0.0,0.158,0.0916,0.0664,0.0,0.158,0.0,0.0,0.684,0.684,0.0,0.0,0.0,0.0,0.0916,0.0916,0.684,0.0,0.0,0.0,0.684,0.0,0.0664,0.0664,0.0,0.0,0.158,0.158,0.0,0.0
161,3220.0,0.0,0.0,0.0,0.0,0.3444,0.4034,0.0,0.2522,0.3444,0.3444,0.0,0.1932,0.0,0.059,0.0,0.059,0.0,0.0,0.0,0.0,0.059,0.0966,0.5,0.3444,0.0,0.0966,0.441,0.3444,0.059,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.3444,0.1556,0.1556,0.3444,0.3444,0.0966,0.0966,0.3444,0.0,0.059,0.059,0.0,0.0,0.0,0.3444,0.3444,0.059,0.0,0.4034,0.3444,0.0,0.0,0.0,0.0,0.059,0.1932,0.2522,0.0,0.3444,0.0,0.0,0.3444,0.3444,0.059,0.059,0.3444,0.0,0.0,0.0,0.0,0.0,0.2522,0.2522,0.0,0.0,0.0,0.0,0.0,0.3444,0.4034,0.0,0.2522,0.3444,0.3444,0.0,0.1932,0.0,0.059,0.0,0.059
162,3240.0,0.0511,0.0844,0.1355,0.0,0.729,0.0,0.0,0.729,0.0,0.0,0.0,0.0,0.0511,0.0844,0.1355,0.0,0.0844,0.0511,0.0,0.1355,0.0,0.729,0.729,0.0,0.0,0.0,0.0,0.0,0.0844,0.0511,0.0,0.1355,0.1355,0.0,0.0511,0.0844,0.729,0.729,0.0,0.0,0.0,0.0,0.0,0.0,0.1355,0.0,0.0511,0.0844,0.0,0.4156,0.3645,0.0511,0.0844,0.0,0.0,0.0844,0.0844,0.0511,0.0,0.1355,0.0,0.3645,0.3645,0.0,0.4156,0.3645,0.0511,0.0,0.0844,0.0,0.0,0.0844,0.1355,0.0,0.0511,0.0844,0.3645,0.3645,0.0,0.0,0.0511,0.0844,0.1355,0.0,0.729,0.0,0.0,0.729,0.0,0.0,0.0,0.0,0.0511,0.0844,0.1355,0.0
163,3260.0,0.0,0.0725,0.7084,0.7809,0.0733,0.0,0.0,0.0733,0.0733,0.0,0.0,0.0733,0.0,0.0725,0.0,0.0725,0.0,0.7809,0.7809,0.0,0.0733,0.0733,0.0,0.0,0.0733,0.0733,0.0,0.0,0.0,0.0725,0.0725,0.0,0.0725,0.0,1.4168,0.0725,0.0733,0.0,0.0,0.0733,0.0733,0.0,0.0,0.0733,0.0725,0.0,0.0,0.0725,0.0733,0.0733,0.0,0.0,0.0,0.0725,0.0725,0.0,0.0,0.3542,0.3542,0.0,0.0733,0.5,0.4267,0.0,0.0733,0.0,0.0,0.0733,0.0725,0.0,0.0,0.0725,0.0,0.0,0.7084,0.0,0.1458,0.0,0.7084,0.1458,0.0,0.0725,0.7084,0.7809,0.0733,0.0,0.0,0.0733,0.0733,0.0,0.0,0.0733,0.0,0.0725,0.0,0.0725
164,3280.0,0.0703,0.0,0.0,0.0703,0.0,0.3547,0.3547,0.0,0.0,0.5047,0.3547,0.0,0.0703,0.15,0.0,0.0703,0.1406,0.0,0.0,0.0,0.0,0.3547,0.0,0.3547,0.0,0.4297,0.0,0.4297,0.1406,0.075,0.0,0.075,0.0,0.0,0.0703,0.0703,0.3547,0.0,0.3547,0.0,0.4297,0.0,0.4297,0.0,0.075,0.0,0.1453,0.0703,0.1406,0.0,0.0,0.0,0.0,0.5047,0.0,0.5047,0.0,0.3547,0.0,0.3547,0.1406,0.0,0.0,0.0,0.0,0.0,0.0703,0.0703,0.5047,0.0,0.5047,0.0,0.3547,0.0,0.3547,0.0,0.0,0.0,0.0703,0.0703,0.0703,0.0,0.0,0.0703,0.0,0.3547,0.3547,0.0,0.0,0.5047,0.3547,0.0,0.0703,0.15,0.0,0.0703
165,3300.0,0.3638,0.0,0.3638,0.0,0.4876,0.0,0.4381,0.0743,0.0,0.0,0.0743,0.0743,0.1238,0.0,0.0,0.0,0.0,0.0,0.0,0.7276,0.0,0.1486,0.0619,0.7895,0.0,0.1486,0.0,0.0,0.0,0.0,0.0619,0.0619,0.0,0.3638,0.3638,0.0,0.0743,0.3638,0.5,0.0619,0.0743,0.0,0.0743,0.0,0.0,0.0,0.0619,0.0619,0.0,0.0,0.1238,0.8514,0.0,0.0,0.0,0.0,0.0,0.1486,0.0,0.7276,0.0,0.1486,0.0,0.0,0.0,0.3638,0.4876,0.1238,0.0,0.0,0.0,0.0,0.0743,0.3638,0.4381,0.0,0.0743,0.0,0.0743,0.0,0.3638,0.0,0.3638,0.0,0.4876,0.0,0.4381,0.0743,0.0,0.0,0.0743,0.0743,0.1238,0.0,0.0,0.0
